X,movie,total_gross,Critic_Pick,Review_url
511,It Runs in the Family,5227195,1,http://www.nytimes.com/movie/review?res=9E06E6DA163DF936A15757C0A9659C8B63
512,Pirate Radio,5184068,0,http://www.nytimes.com/2009/11/13/movies/13pirateradio.html
513,Suburbicon,5081606,0,http://www.nytimes.com/2017/10/26/movies/suburbicon-review-george-clooney-matt-damon-julianne-moore.html
514,Under the Same Moon,4970168,0,http://www.nytimes.com/2008/03/19/movies/19moon.html
515,Bandslam,4435538,0,http://www.nytimes.com/2009/08/14/movies/14bandslam.html
516,The Apparition,4251121,0,http://www.nytimes.com/2018/09/06/movies/the-apparition-review.html
517,Little Boy,4248030,0,http://www.nytimes.com/2015/04/24/movies/review-little-boy-is-a-fable-about-faith-versus-magical-thinking.html
518,Battle of the Sexes,4085327,0,http://www.nytimes.com/2017/09/21/movies/review-battle-of-the-sexes-billie-jean-king-bobby-riggs.html
519,Casa de mi Padre,4030195,0,http://www.nytimes.com/2012/03/16/movies/will-ferrell-in-casa-de-mi-padre.html
520,Deception,4000654,0,http://www.nytimes.com/2008/04/25/movies/25dece.html
521,Babies,3881216,1,http://www.nytimes.com/2010/05/07/movies/07babies.html
522,True Story,3807508,0,http://www.nytimes.com/2015/04/17/movies/review-true-story-stars-jonah-hill-and-james-franco.html
523,Prem Ratan Dhan Payo,3759582,0,http://www.nytimes.com/2015/11/16/movies/review-prem-ratan-dhan-payo-a-bollywood-tale-of-a-prince-and-plebe-double.html
524,90 Minutes in Heaven,3748011,0,http://www.nytimes.com/2015/09/11/movies/review-90-minutes-in-heaven-then-a-long-road-back.html
525,The Best Exotic Marigold Hotel,3744656,1,http://www.nytimes.com/2012/05/04/movies/the-best-exotic-marigold-hotel-with-judi-dench.html
526,Hell or High Water,3570498,1,http://www.nytimes.com/2016/08/12/movies/hell-or-high-water-review.html
527,Witless Protection,3485150,0,http://www.nytimes.com/2008/02/23/movies/23witl.html
528,Absolutely Fabulous: The Movie,3396822,0,http://www.nytimes.com/2016/07/22/movies/abfab-absolutely-fabulous-review.html
529,The Cold Light of Day,3279550,0,http://www.nytimes.com/2012/09/08/movies/bruce-willis-stars-in-the-cold-light-of-day.html
530,Charlie Bartlett,3254225,0,http://www.nytimes.com/2008/02/22/movies/22char.html
531,Gotti,3245759,0,http://www.nytimes.com/2018/06/15/movies/review-gotti-john-travolta.html
532,Stronger,3165489,0,http://www.nytimes.com/2017/09/21/movies/review-jake-gyllenhaal-as-marathon-victim-in-stronger.html
533,We Are Your Friends,3152112,0,http://www.nytimes.com/2015/08/28/movies/review-angelenos-long-for-life-beyond-the-valley-in-we-are-your-friends.html
534,The To Do List,3094965,1,http://www.nytimes.com/2013/07/26/movies/aubrey-plaza-stars-in-the-to-do-list.html
535,(500) Days of Summer,3009526,0,http://www.nytimes.com/2009/07/17/movies/17five.html
536,Milk,2954735,1,http://www.nytimes.com/2008/11/26/movies/26milk.html
537,7 Days in Entebbe,2900330,0,http://www.nytimes.com/2018/03/14/movies/7-days-in-entebbe-review.html
538,Shine a Light,2887430,1,http://www.nytimes.com/2008/04/04/movies/04shin.html
539,The Fifth Estate,2848356,0,http://www.nytimes.com/2013/10/18/movies/the-fifth-estate-with-benedict-cumberbatch-as-julian-assange.html
540,Veronica Mars,2832919,0,http://www.nytimes.com/2014/03/14/movies/veronica-mars-returns-on-the-big-screen-this-time.html
541,The Road,2672812,1,http://www.nytimes.com/2012/05/11/movies/the-road-by-the-philippine-director-yam-laranas.html
542,Spare Parts,2615073,0,http://www.nytimes.com/2015/01/16/movies/george-lopez-helps-students-build-a-robot-in-spare-parts.html
543,The Identical,2576495,0,http://www.nytimes.com/2014/09/05/movies/the-identical-a-movie-musical-about-separated-twins.html
544,A Hologram for the King,2565189,1,http://www.nytimes.com/2016/04/22/movies/review-a-hologram-for-the-king-is-elevated-by-tom-hankss-portrayal-of-an-american-everyman.html
545,Gracie,2453515,1,http://www.nytimes.com/2007/05/31/movies/01grac.html
546,Anthropoid,2345025,1,http://www.nytimes.com/2016/08/12/movies/anthropoid-review.html
547,The Bling Ring,2343144,0,http://www.nytimes.com/2013/06/14/movies/a-bling-ring-lusting-after-celebrity-trinkets.html
548,Choke,2322557,0,http://www.nytimes.com/2008/09/26/movies/26chok.html
549,Thoroughbreds,2294050,0,http://www.nytimes.com/2018/03/08/movies/thoroughbreds-review.html
550,Our Kind of Traitor,2225293,0,http://www.nytimes.com/2016/07/01/movies/review-a-professor-drawn-to-the-mob-in-our-kind-of-traitor.html
551,The Way Back,2174888,0,http://www.nytimes.com/2011/01/21/movies/21way.html
552,Wish I Was Here,1879788,0,http://www.nytimes.com/2014/07/18/movies/zach-braff-directs-and-stars-in-wish-i-was-here.html
553,The Way Way Back,1866336,0,http://www.nytimes.com/2013/07/05/movies/the-way-way-back-from-nat-faxon-and-jim-rash.html
554,Demolition,1822315,0,http://www.nytimes.com/2016/04/08/movies/demolition-review-jake-gyllenhaal.html
555,The Kids Are All Right,1813866,1,http://www.nytimes.com/2010/07/09/movies/09kids.html
556,Spotlight,1800400,1,http://www.nytimes.com/2015/11/06/movies/review-in-spotlight-the-boston-globe-digs-up-the-catholic-churchs-dirt.html
557,Begin Again,1794832,0,http://www.nytimes.com/2014/06/27/movies/begin-again-from-the-once-director-john-carney.html
558,Jeff Who Lives at Home,1774267,0,http://www.nytimes.com/2012/03/16/movies/jeff-who-lives-at-home-a-duplass-brothers-comedy.html
559,Assassination Nation,1732024,0,http://www.nytimes.com/2018/09/20/movies/assassination-nation-review.html
560,Good Hair,1727611,0,http://www.nytimes.com/2009/10/09/movies/09hair.html
561,Free Fire,1662023,1,http://www.nytimes.com/2017/04/20/movies/free-fire-review.html
562,Everybody Loves Somebody,1634969,0,http://www.nytimes.com/2017/02/16/movies/everybody-loves-somebody-review.html
563,The Runaways,1580559,0,http://www.nytimes.com/2010/03/19/movies/19runaways.html
564,The Company Men,1547510,1,http://www.nytimes.com/2010/12/10/movies/10company.html
565,Bodyguard,1536308,0,http://www.nytimes.com/2011/09/01/movies/bodyguard-with-salman-khan-review.html
566,Battle for Terra,1518011,0,http://www.nytimes.com/2009/05/01/movies/01terr.html
567,The Shape of Water,1372554,1,http://www.nytimes.com/2017/11/30/movies/the-shape-of-water-review-guillermo-del-toro.html
568,The Art of Getting By,1351980,0,http://www.nytimes.com/2011/06/17/movies/the-art-of-getting-by-by-gavin-wiesen-review.html
569,The Revenant,1320348,0,http://www.nytimes.com/2015/12/25/movies/review-the-revenant-welcome-to-paradise-now-prepare-to-fall.html
570,Victoria and Abdul,1312549,0,http://www.nytimes.com/2017/09/21/movies/victoria-and-abdul-review-judi-dench.html
571,Mohenjo Daro,1164785,0,http://www.nytimes.com/2016/08/15/movies/review-mohenjo-daro-depicts-a-go-to-heros-exertions-in-antiquity.html
572,Desierto,1145083,0,http://www.nytimes.com/2016/10/14/movies/desierto-review-jonas-cuaron-gael-garca-bernal.html
573,"Hello, My Name is Doris",1115909,0,http://www.nytimes.com/2016/03/11/movies/sally-field-hello-my-name-is-doris-review.html
574,Child 44,1086376,0,http://www.nytimes.com/2015/04/17/movies/review-child-44-a-secret-police-thriller-in-soviet-russia.html
575,The Namesake,1076544,0,http://www.nytimes.com/2007/03/09/movies/09name.html
576,The Ultimate Life,1071060,0,http://www.nytimes.com/2013/09/06/movies/the-ultimate-life-shows-what-money-can-and-cannot-buy.html
577,The Ghost Writer,1048233,1,http://www.nytimes.com/2010/02/19/movies/19ghost.html
578,Chef,991561,0,http://www.nytimes.com/2014/05/09/movies/chef-a-culinary-comedy-by-jon-favreau.html
579,Sunshine Cleaning,960041,0,http://www.nytimes.com/2009/03/13/movies/13suns.html
580,Enough Said,950101,1,http://www.nytimes.com/2013/09/18/movies/enough-said-stars-james-gandolfini-and-julia-louis-dreyfus.html
581,There Will Be Blood,901292,1,http://www.nytimes.com/2007/12/26/movies/26bloo.html
582,Elvis & Nixon,898695,0,http://www.nytimes.com/2016/04/22/movies/elvis-and-nixon-review.html
583,Frost/Nixon,873836,0,http://www.nytimes.com/2008/12/05/movies/05fros.html
584,The Duchess,830007,0,http://www.nytimes.com/2008/09/19/movies/19duch.html
585,A Serious Man,811304,1,http://www.nytimes.com/2009/10/02/movies/02serious.html
586,He Named Me Malala,797689,0,http://www.nytimes.com/2015/10/02/movies/review-he-named-me-malala-on-a-taliban-target-and-nobel-laureate.html
587,Leave No Trace,781675,1,http://www.nytimes.com/2018/06/28/movies/leave-no-trace-review-ben-foster.html
588,Love & Friendship,758157,1,http://www.nytimes.com/2016/05/13/movies/love-and-friendship-review.html
589,Away We Go,757635,0,http://www.nytimes.com/2009/06/05/movies/05away.html
590,The Little Stranger,675393,0,http://www.nytimes.com/2018/08/30/movies/the-little-stranger-review.html
591,Win Win,672336,1,http://www.nytimes.com/2011/03/18/movies/win-win-with-paul-giamatti-review.html
592,Bad Words,660817,0,http://www.nytimes.com/2014/03/14/movies/jason-bateman-stars-in-and-directs-bad-words.html
593,The Wrestler,648510,1,http://www.nytimes.com/2008/12/17/movies/17wres.html
594,Blue Valentine,644662,0,http://www.nytimes.com/2010/12/29/movies/29blue.html
595,Disobedience,634364,0,http://www.nytimes.com/2018/04/25/movies/disobedience-review-rachel-mcadams.html
596,Belle,634210,0,http://www.nytimes.com/2014/05/02/movies/belle-centers-on-a-biracial-aristocrat-in-the-18th-century.html
597,Peepli Live,600627,0,http://www.nytimes.com/2010/08/13/movies/13peepli.html
598,Wilson,585059,0,http://www.nytimes.com/2017/03/22/movies/wilson-review-with-woody-harrelson.html
599,The Book Thief,564050,0,http://www.nytimes.com/2013/11/08/movies/the-book-thief-world-war-ii-tale-with-geoffrey-rush.html
600,Fantastic Mr. Fox,562048,1,http://www.nytimes.com/2009/11/13/movies/13fantastic.html
601,Patriots Day,529831,0,http://www.nytimes.com/2016/12/20/movies/patriots-day-boston-marathon-review.html
602,Legend,525735,0,http://www.nytimes.com/2015/11/20/movies/review-legend-starring-tom-hardy-as-the-gangster-twins-ronnie-and-reggie-kray.html
603,Mumbai Diaries,521882,0,http://www.nytimes.com/2011/01/21/movies/21roundup-DHOBIGHATMUM_RVW.html
604,Fireworks,519582,0,http://www.nytimes.com/movie/review?res=9A01E5DC173AF934A1575AC0A961958260
605,Nebraska,515368,1,http://www.nytimes.com/2013/11/15/movies/nebraska-directed-by-alexander-payne-stars-bruce-dern.html
606,You Were Never Really Here,512782,0,http://www.nytimes.com/2018/04/04/movies/you-were-never-really-here-review-joaquin-phoenix.html
607,Black Sea,508797,0,http://www.nytimes.com/2015/01/23/movies/black-sea-stars-jude-law-as-a-seething-adventurer.html
608,Beasts of the Southern Wild,478562,1,http://www.nytimes.com/2012/06/27/movies/beasts-of-the-southern-wild-directed-by-benh-zeitlin.html
609,Diary of the Dead,451215,0,http://www.nytimes.com/2008/02/15/movies/15dead.html
610,Like Crazy,444510,0,http://www.nytimes.com/2017/05/04/movies/like-crazy-review.html
611,Phantom,443692,0,http://www.nytimes.com/2013/03/01/movies/phantom-a-thriller-directed-by-todd-robinson.html
612,Ingrid Goes West,440503,0,http://www.nytimes.com/2017/08/10/movies/ingrid-goes-west-review.html
613,Princess Kaiulani,426512,0,http://www.nytimes.com/2010/05/14/movies/14princess.html
614,Phillauri,417308,0,http://www.nytimes.com/2017/03/26/movies/phillauri-review.html
615,Nowhere Boy,412214,0,http://www.nytimes.com/2010/10/08/movies/08nowhere.html
616,The Killing of a Sacred Deer,396092,0,http://www.nytimes.com/2017/10/19/movies/the-killing-of-a-sacred-deer-review-colin-farrell-nicole-kidman.html
617,Thank You,392194,0,http://www.nytimes.com/2011/04/11/movies/thank-you-bollywood-comedy-with-akshay-kumar-review.html
618,Baaghi,376982,0,http://www.nytimes.com/2016/05/02/movies/baaghi-review.html
619,Mistress America,375323,1,http://www.nytimes.com/2015/08/14/movies/review-mistress-america-a-noah-baumbach-comedy-on-getting-by-in-a-backbiting-world.html
620,Midnight Special,361197,0,http://www.nytimes.com/2016/03/18/movies/review-in-midnight-special-on-the-run-with-a-highly-unusual-child.html
621,Calvary,359631,0,http://www.nytimes.com/2014/08/01/movies/calvary-john-michael-mcdonaghs-murder-mystery.html
622,Macbeth,354973,0,http://www.nytimes.com/2015/12/04/movies/review-macbeth-starring-michael-fassbender-awash-in-gorgeous-carnage.html
623,The Danish Girl,350086,0,http://www.nytimes.com/2015/11/27/movies/review-the-danish-girl-about-a-transgender-pioneer.html
624,Denial,347148,0,http://www.nytimes.com/2016/09/30/movies/denial-review-rachel-weisz-denial.html
625,Stone,343100,0,http://www.nytimes.com/2010/10/08/movies/08stone.html
626,Good Time,341404,0,http://www.nytimes.com/2017/08/10/movies/good-time-review-robert-pattinson.html
627,The East,336002,0,http://www.nytimes.com/2013/05/31/movies/the-east-written-by-zal-batmanglij-and-brit-marling.html
628,Darkest Hour,327817,0,http://www.nytimes.com/2017/11/21/movies/darkest-hour-review-gary-oldman.html
629,By the Sea,320627,0,http://www.nytimes.com/2015/11/13/movies/review-in-angelina-jolie-pitts-by-the-sea-an-unhappy-menage-and-tear-streaked-mascara.html
630,Danny Collins,316206,0,http://www.nytimes.com/2015/03/20/movies/review-al-pacino-in-danny-collins-plays-a-dissolute-pop-star.html
631,RocknRolla,308692,0,http://www.nytimes.com/2008/10/08/movies/08rock.html
632,American Pastoral,296630,0,http://www.nytimes.com/2016/10/21/movies/american-pastoral-review-ewan-mcgregor.html
633,Noah's Arc: Jumping the Broom,287682,0,http://www.nytimes.com/2008/10/24/movies/24noah.html
634,The Visitor,282400,1,http://www.nytimes.com/2008/04/11/movies/11visi.html
635,A Ghost Story,277737,1,http://www.nytimes.com/2017/07/05/movies/review-a-ghost-story.html
636,Lion,275702,0,http://www.nytimes.com/2016/11/24/movies/lion-review-dev-patel.html
637,Suffragette,274590,0,http://www.nytimes.com/2015/10/23/movies/review-in-suffragette-feminist-insight-thats-about-more-than-the-vote.html
638,Himmatwala,262568,0,http://www.nytimes.com/2013/04/01/movies/himmatwala-a-bollywood-disco-remake.html
639,Hunt for the Wilderpeople,255687,1,http://www.nytimes.com/2016/06/24/movies/hunt-for-the-wilderpeople-review.html
640,The Railway Man,252402,0,http://www.nytimes.com/2014/04/11/movies/the-railway-man-a-true-tale-of-wartime-torment-and-reconciliation.html
641,Meet the Patels,246685,0,http://www.nytimes.com/2015/09/11/movies/review-in-meet-the-patels-a-son-submits-to-a-marriage-quest.html
642,Last Flag Flying,243337,0,http://www.nytimes.com/2017/11/02/movies/last-flag-flying-review-steve-carell-bryan-cranston-laurence-fishburne-richard-linklater.html
643,Jimi: All is By My Side,238837,0,http://www.nytimes.com/2014/09/26/movies/jimi-all-is-by-my-side-a-jimi-hendrix-biopic.html
644,Buried,236447,0,http://www.nytimes.com/2010/09/24/movies/24buried.html
645,Finding Your Feet,228575,0,http://www.nytimes.com/2018/03/29/movies/finding-your-feet-review.html
646,A Royal Night Out,197973,0,http://www.nytimes.com/2015/12/04/movies/review-after-the-terrors-of-the-blitz-comes-a-royal-night-out.html
647,Sin Nombre,185874,0,http://www.nytimes.com/2009/03/20/movies/20nomb.html
648,Flower,183430,1,http://www.nytimes.com/2018/03/15/movies/flower-review-zoey-deutch.html
649,The History Boys,181689,1,http://www.nytimes.com/2006/11/21/movies/21hist.html
650,Beast,181101,1,http://www.nytimes.com/2018/05/10/movies/beast-review.html
651,Escobar: Paradise Lost,177097,0,http://www.nytimes.com/2015/06/26/movies/review-escobar-paradise-lost-stars-benicio-del-toro-as-drug-lord.html
652,Rabbit Hole,166770,0,http://www.nytimes.com/2010/12/17/movies/17rabbit.html
653,Adam,165531,0,http://www.nytimes.com/2009/07/29/movies/29adam.html
654,Reprise,158202,1,http://www.nytimes.com/2008/05/16/movies/16repr.html
655,The Party,151976,0,http://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html
656,Confetti,145545,0,http://www.nytimes.com/2006/09/15/movies/15conf.html
657,Risk,145122,0,http://www.nytimes.com/2017/05/04/movies/risk-review-julian-assange-laura-poitras.html
658,Freeheld,144419,0,http://www.nytimes.com/2015/10/02/movies/review-in-freeheld-a-dying-detective-fights-for-gay-rights.html
659,Goodnight Mommy,141444,1,http://www.nytimes.com/2015/09/11/movies/review-twin-terrors-haunt-goodnight-mommy.html
660,Lean on Pete,139567,1,http://www.nytimes.com/2018/04/05/movies/lean-on-pete-review.html
661,Turtle: The Incredible Journey,135981,0,http://www.nytimes.com/2011/06/24/movies/turtle-the-incredible-journey-a-loggerhead-epic-review.html
662,The Future,130271,1,http://www.nytimes.com/2013/09/06/movies/two-orphans-wonder-what-now.html
663,The Sapphires,126218,0,http://www.nytimes.com/2013/03/22/movies/the-sapphires-chronicles-4-australian-singers-in-the-1960s.html
664,Gemini,123537,0,http://www.nytimes.com/2018/03/29/movies/gemini-review-lola-kirke-zoe-kravitz.html
665,Me and Orson Welles,120256,1,http://www.nytimes.com/2009/11/25/movies/25orson.html
666,Beach Rats,112740,1,http://www.nytimes.com/2017/08/24/movies/beach-rats-review.html
667,La Soga,110968,0,http://www.nytimes.com/2010/08/13/movies/13soga.html
668,Lola Versus,107991,0,http://www.nytimes.com/2012/06/08/movies/daryl-weins-lola-versus-with-greta-gerwig.html
669,10 Years,104861,0,http://www.nytimes.com/2012/09/14/movies/10-years-a-comedy-directed-by-jamie-linden.html
670,Being Flynn,102986,0,http://www.nytimes.com/2012/03/02/movies/paul-weitzs-being-flynn-starring-robert-de-niro.html
671,Blaze,100768,1,http://www.nytimes.com/2018/09/06/movies/blaze-review-ethan-hawke.html
672,The Foot Fist Way,99392,1,http://www.nytimes.com/2008/05/30/movies/30foot.html
673,After.Life,99101,0,http://www.nytimes.com/2010/04/09/movies/09after.html
674,Project Nim,87840,1,http://www.nytimes.com/2011/07/08/movies/project-nim-about-a-chimpanzee-subjected-to-research-review.html
675,When Marnie Was There,84542,0,http://www.nytimes.com/2015/05/22/movies/review-when-marnie-was-there-by-studio-ghibli-animates-a-friendship-with-ominous-undertones.html
676,The Romantics,81503,0,http://www.nytimes.com/2010/09/10/movies/10romantics.html
677,Gun Hill Road,75409,0,http://www.nytimes.com/2011/08/05/movies/a-different-kind-of-bronx-tale.html
678,Motherhood,74250,0,http://www.nytimes.com/2009/10/23/movies/23mother.html
679,A Monster Calls,72618,0,http://www.nytimes.com/2016/12/22/movies/a-monster-calls-review.html
680,The Secret of Kells,67039,1,http://www.nytimes.com/2010/03/05/movies/05secret.html
681,I Spit on Your Grave,66019,0,http://www.nytimes.com/2010/10/08/movies/08spit.html
682,Tea with the Dames,65583,1,http://www.nytimes.com/2018/09/20/movies/tea-with-the-dames-review.html
683,Victor,63943,0,http://www.nytimes.com/movie/review?res=9C0CE4D61530F934A15750C0A96F958260
684,Other People,62630,0,http://www.nytimes.com/2016/09/09/movies/other-people-review.html
685,Eating Animals,61534,0,http://www.nytimes.com/2018/06/14/movies/eating-animals-review.html
686,Waking Sleeping Beauty,60996,0,http://www.nytimes.com/2010/03/26/movies/26waking.html
687,Arctic Tale,59491,0,http://www.nytimes.com/2007/07/25/movies/25arct.html
688,The Breadwinner,54429,1,http://www.nytimes.com/2017/11/16/movies/the-breadwinner-review.html
689,Louder Than Bombs,54402,0,http://www.nytimes.com/2016/04/08/movies/louder-than-bombs-review.html
690,Christine,53834,0,http://www.nytimes.com/2016/10/14/movies/christine-review-rebecca-hall.html
691,"Life, Animated",52690,0,http://www.nytimes.com/2016/07/01/movies/review-life-animated.html
692,Bran Nue Dae,51108,0,http://www.nytimes.com/2010/09/10/movies/10bran.html
693,In a Valley of Violence,50381,0,http://www.nytimes.com/2016/10/21/movies/in-a-valley-of-violence-review.html
694,Shanghai,44689,0,http://www.nytimes.com/2015/10/02/movies/review-in-shanghai-john-cusack-is-a-naval-intelligence-operative-in-a-bind.html
695,Wild Target,44259,0,http://www.nytimes.com/2010/10/29/movies/29wild.html
696,Toys in the Attic,38033,0,http://www.nytimes.com/2012/09/07/movies/toys-in-the-attic-directed-by-jiri-barta.html
697,Lost River,37477,1,http://www.nytimes.com/2015/04/10/movies/review-in-lost-river-by-ryan-gosling-surreal-scenes-of-urban-decline.html
698,Paan Singh Tomar,33913,0,http://www.nytimes.com/2012/03/02/movies/irrfan-khan-stars-in-paan-singh-tomar.html
699,Beautiful Boy,29827,0,http://www.nytimes.com/2018/10/11/movies/beautiful-boy-review-steve-carell.html
700,No Greater Love,29057,0,http://www.nytimes.com/movie/review?res=9906E4DE113CE03ABC4D51DFB466838F659EDE
701,Margaret,24950,0,http://www.nytimes.com/2011/09/30/movies/margaret-directed-by-kenneth-lonergan-review.html
702,Big Sonia,24695,0,http://www.nytimes.com/2017/11/16/movies/review-big-sonia-review-holocaust-survivor.html
703,The War of the Buttons,24273,0,http://www.nytimes.com/2012/10/12/movies/war-of-the-buttons-directed-by-christophe-barratier.html
704,Immigration Tango,23812,0,http://www.nytimes.com/2011/02/18/movies/18immigration-tango.html
705,BPM (Beats per Minute),23357,1,http://www.nytimes.com/2017/10/19/movies/bpm-beats-per-minute-review-aids-activism.html
706,Panic,21042,0,http://www.nytimes.com/movie/review?res=9B02E5D61F3DF93AA25752C0A9679C8B63
707,Hemingway's Garden of Eden,20952,0,http://www.nytimes.com/2010/12/10/movies/10hemingway.html
708,The Last Dalai Lama?,20618,0,http://www.nytimes.com/2017/07/27/movies/the-last-dalai-lama-review.html
709,On the Beach at Night Alone,19540,0,http://www.nytimes.com/2017/11/16/movies/on-the-beach-at-night-alone-review-hong-sang-soo.html
710,The Challenger,19003,0,http://www.nytimes.com/movie/review?res=9E04E4DA1531E633A25755C1A9619C946394D6CF
711,Dina,18730,0,http://www.nytimes.com/2017/10/05/movies/dina-review.html
712,A Kid Like Jake,17725,0,http://www.nytimes.com/2018/05/31/movies/a-kid-like-jake-review-claire-danes-jim-parsons.html
713,Alphaville,15133,0,http://www.nytimes.com/movie/review?res=9D03E6D91F30E23ABC4E51DFB667838E679EDE
714,Skateland,14944,0,http://www.nytimes.com/2011/05/13/movies/skateland-review.html
715,Crime + Punishment,14574,1,http://www.nytimes.com/2018/08/22/movies/crime-punishment-review.html
716,Jayne Mansfield's Car,14277,0,http://www.nytimes.com/2013/09/13/movies/billy-bob-thornton-directs-jayne-mansfields-car.html
717,Sympathy for Delicious,13114,0,http://www.nytimes.com/2011/04/29/movies/sympathy-for-delicious-with-mark-ruffalo-review.html
718,Zombeavers,12721,0,http://www.nytimes.com/2015/03/20/movies/review-in-zombeavers-the-flesheaters-have-overbites.html
719,When You Read This Letter,12109,0,http://www.nytimes.com/2018/09/11/movies/when-you-read-this-letter-review.html
720,All These Sleepless Nights,11153,0,http://www.nytimes.com/2017/04/13/movies/all-these-sleepless-nights-review.html
721,White Wedding,10908,0,http://www.nytimes.com/2010/09/03/movies/03roundup-005.html
722,5 Days of War,10834,0,http://www.nytimes.com/2011/08/19/movies/5-days-of-war-shows-russia-and-georgia-in-conflict.html
723,Junction 48,9083,1,http://www.nytimes.com/2017/03/02/movies/junction-48-review.html
724,Violet Tendencies,8591,0,http://www.nytimes.com/2010/11/05/movies/05violet.html
725,Gayby,8227,0,http://www.nytimes.com/2012/10/12/movies/gayby-a-short-extended-by-jonathan-lisecki.html
726,The Girl Without Hands,6183,1,http://www.nytimes.com/2017/07/20/movies/the-girl-without-hands-review.html
727,Tanner Hall,5005,0,http://www.nytimes.com/2011/09/09/movies/tanner-hall-starring-rooney-mara-review.html
728,Vamps,2964,0,http://www.nytimes.com/2012/11/02/movies/vamps-by-amy-heckerling-with-alicia-silverstone.html
