"X","movie","distributor","gross","percent_change","theaters","per_theater","total_gross","days","date"
"2791","The Divergent Series: Alleg…","Lionsgate",2493054,24,3740,667,33538880,5,2016-03-22
"2792","Miracles from Heaven","Sony Pictures",1990553,47,3047,653,21710986,7,2016-03-22
"2793","Kapoor & Sons","FIP",115722,56,143,809,1176926,5,2016-03-22
"2794","Midnight Special","Warner Bros.",17149,-15,5,3430,227334,5,2016-03-22
"2795","El Clan","20th Century Fox",1630,-11,3,543,15987,5,2016-03-22
"2796","Ktown Cowboys","Freestyle Releasing",1345,29,4,336,14912,5,2016-03-22
"2797","The Divergent Series: Alleg…","Lionsgate",1667425,-33,3740,446,35206305,6,2016-03-23
"2798","Miracles from Heaven","Sony Pictures",1316263,-34,3047,432,23027249,8,2016-03-23
"2799","Kapoor & Sons","FIP",73944,-36,143,517,1250870,6,2016-03-23
"2800","Midnight Special","Warner Bros.",18796,10,5,3759,246130,6,2016-03-23
"2801","El Clan","20th Century Fox",1394,-14,3,465,17381,6,2016-03-23
"2802","Ktown Cowboys","Freestyle Releasing",1234,-8,4,309,16146,6,2016-03-23
"2803","The Divergent Series: Alleg…","Lionsgate",1899191,14,3740,508,37105496,7,2016-03-24
"2804","Miracles from Heaven","Sony Pictures",1582764,20,3047,519,24610013,9,2016-03-24
"2805","Kapoor & Sons","FIP",84680,15,143,592,1335550,7,2016-03-24
"2806","Midnight Special","Warner Bros.",15050,-20,5,3010,261180,7,2016-03-24
"2807","Ktown Cowboys","Freestyle Releasing",1173,-5,4,293,17319,7,2016-03-24
"2808","El Clan","20th Century Fox",995,-29,3,332,18376,7,2016-03-24
"2809","Batman v Superman: Dawn of …","Warner Bros.",81558505,NA,4242,19226,81558505,1,2016-03-25
"2810","My Big Fat Greek Wedding 2","Universal",7324780,NA,3133,2338,7324780,1,2016-03-25
"2811","The Divergent Series: Alleg…","Lionsgate",3647099,92,3740,975,40752595,8,2016-03-25
"2812","Miracles from Heaven","Sony Pictures",3327863,110,3047,1092,27937876,10,2016-03-25
"2813","Kapoor & Sons","FIP",195116,130,153,1275,1530666,8,2016-03-25
"2814","Midnight Special","Warner Bros.",29640,97,5,5928,290820,8,2016-03-25
"2815","El Clan","20th Century Fox",16771,1586,17,987,35147,8,2016-03-25
"2816","April and the Extraordinary…","GKIDS",3657,NA,1,3657,3657,1,2016-03-25
"2817","Ktown Cowboys","Freestyle Releasing",416,-65,1,416,17735,8,2016-03-25
"2818","Batman v Superman: Dawn of …","Warner Bros.",50657088,-38,4242,11942,132215593,2,2016-03-26
"2819","My Big Fat Greek Wedding 2","Universal",6444105,-12,3133,2057,13768885,2,2016-03-26
"2820","The Divergent Series: Alleg…","Lionsgate",3666683,1,3740,980,44419278,9,2016-03-26
"2821","Kapoor & Sons","FIP",222901,14,153,1457,1753567,9,2016-03-26
"2822","Midnight Special","Warner Bros.",38658,30,5,7732,329478,9,2016-03-26
"2823","El Clan","20th Century Fox",21240,27,17,1249,56387,9,2016-03-26
"2824","April and the Extraordinary…","GKIDS",4691,28,1,4691,8348,2,2016-03-26
"2825","Ktown Cowboys","Freestyle Releasing",487,17,1,487,18222,9,2016-03-26
"2826","Batman v Superman: Dawn of …","Warner Bros.",33791754,-33,4242,7966,166007347,3,2016-03-27
"2827","My Big Fat Greek Wedding 2","Universal",4093065,-36,3133,1306,17861950,3,2016-03-27
"2828","The Divergent Series: Alleg…","Lionsgate",2121391,-42,3740,567,46540669,10,2016-03-27
"2829","Kapoor & Sons","FIP",180067,-19,153,1177,1933634,10,2016-03-27
"2830","Midnight Special","Warner Bros.",31719,-18,5,6344,361197,10,2016-03-27
"2831","El Clan","20th Century Fox",14467,-32,17,851,70854,10,2016-03-27
"2832","April and the Extraordinary…","GKIDS",3065,-35,1,3065,11413,3,2016-03-27
"2833","Ktown Cowboys","Freestyle Releasing",178,-63,1,178,18400,10,2016-03-27
"2834","Batman v Superman: Dawn of …","Warner Bros.",15040496,-55,4242,3546,181047843,4,2016-03-28
"2835","My Big Fat Greek Wedding 2","Universal",2022675,-51,3133,646,19884625,4,2016-03-28
"2836","April and the Extraordinary…","GKIDS",1711,-44,1,1711,13124,4,2016-03-28
"2837","Batman v Superman: Dawn of …","Warner Bros.",12180163,-19,4242,2871,193228006,5,2016-03-29
"2838","My Big Fat Greek Wedding 2","Universal",2227760,10,3133,711,22112385,5,2016-03-29
"2839","April and the Extraordinary…","GKIDS",1147,-33,1,1147,14271,5,2016-03-29
"2840","Batman v Superman: Dawn of …","Warner Bros.",8102420,-33,4242,1910,201330426,6,2016-03-30
"2841","My Big Fat Greek Wedding 2","Universal",1622125,-27,3133,518,23734510,6,2016-03-30
"2842","Everybody Wants Some","Paramount Pictures",30388,NA,5,6078,30388,1,2016-03-30
"2843","April and the Extraordinary…","GKIDS",1425,24,1,1425,15696,6,2016-03-30
"2844","Batman v Superman: Dawn of …","Warner Bros.",7742367,-4,4242,1825,209072793,7,2016-03-31
"2845","My Big Fat Greek Wedding 2","Universal",1629220,NA,3133,520,25363730,7,2016-03-31
"2846","Everybody Wants Some","Paramount Pictures",18069,-41,5,3614,48457,2,2016-03-31
"2847","April and the Extraordinary…","GKIDS",1253,-12,1,1253,16949,7,2016-03-31
"2848","Batman v Superman: Dawn of …","Warner Bros.",15014297,94,4256,3528,224087090,8,2016-04-01
"2849","My Big Fat Greek Wedding 2","Universal",3422005,110,3179,1076,28785735,8,2016-04-01
"2850","God’s Not Dead 2","Pure Flix Entertain…",2933485,NA,2419,1213,2933485,1,2016-04-01
"2851","Meet the Blacks","Freestyle Releasing",1426075,NA,1015,1405,1426075,1,2016-04-01
"2852","Everybody Wants Some","Paramount Pictures",98364,444,19,5177,146821,3,2016-04-01
"2853","Saturday’s Warrior","Purdie Distribution",56900,NA,9,6322,56900,1,2016-04-01
"2854","April and the Extraordinary…","GKIDS",3216,157,2,1608,20165,8,2016-04-01
"2855","Batman v Superman: Dawn of …","Warner Bros.",22334278,49,4256,5248,246421368,9,2016-04-02
"2856","My Big Fat Greek Wedding 2","Universal",4889120,43,3179,1538,33674855,9,2016-04-02
"2857","God’s Not Dead 2","Pure Flix Entertain…",2694997,-8,2419,1114,5628482,2,2016-04-02
"2858","Meet the Blacks","Freestyle Releasing",1615880,13,1015,1592,3041955,2,2016-04-02
"2859","Everybody Wants Some","Paramount Pictures",126684,29,19,6668,273505,4,2016-04-02
"2860","Saturday’s Warrior","Purdie Distribution",36075,-37,9,4008,92975,2,2016-04-02
"2861","April and the Extraordinary…","GKIDS",6026,87,2,3013,26191,9,2016-04-02
"2862","Batman v Superman: Dawn of …","Warner Bros.",13986679,-37,4256,3286,260408047,10,2016-04-03
"2863","My Big Fat Greek Wedding 2","Universal",2906930,-41,3179,914,36581785,10,2016-04-03
"2864","God’s Not Dead 2","Pure Flix Entertain…",1995180,-26,2419,825,7623662,3,2016-04-03
"2865","Meet the Blacks","Freestyle Releasing",1013985,-37,1015,999,4055940,3,2016-04-03
"2866","Everybody Wants Some","Paramount Pictures",87307,-31,19,4595,360812,5,2016-04-03
"2867","April and the Extraordinary…","GKIDS",8451,40,2,4226,34642,10,2016-04-03
"2868","Saturday’s Warrior","Purdie Distribution",3066,-92,9,341,96041,3,2016-04-03
"2869","God’s Not Dead 2","Pure Flix Entertain…",456730,-77,2419,189,8080392,4,2016-04-04
"2870","Meet the Blacks","Freestyle Releasing",297914,-71,1015,294,4353854,4,2016-04-04
"2871","Saturday’s Warrior","Purdie Distribution",34828,1036,9,3870,130869,4,2016-04-04
"2872","Everybody Wants Some","Paramount Pictures",24752,-72,19,1303,385564,6,2016-04-04
"2873","God’s Not Dead 2","Pure Flix Entertain…",724051,59,2419,299,8804443,5,2016-04-05
"2874","Meet the Blacks","Freestyle Releasing",373423,25,1015,368,4727277,5,2016-04-05
"2875","Saturday’s Warrior","Purdie Distribution",33830,-3,9,3759,164699,5,2016-04-05
"2876","Everybody Wants Some","Paramount Pictures",26244,6,19,1381,411808,7,2016-04-05
"2877","God’s Not Dead 2","Pure Flix Entertain…",519414,-28,2419,215,9323857,6,2016-04-06
"2878","Meet the Blacks","Freestyle Releasing",272300,-27,1015,268,4999577,6,2016-04-06
"2879","Everybody Wants Some","Paramount Pictures",27368,4,19,1440,439176,8,2016-04-06
"2880","Saturday’s Warrior","Purdie Distribution",15381,-55,9,1709,180080,6,2016-04-06
"2881","God’s Not Dead 2","Pure Flix Entertain…",460437,-11,2419,190,9784294,7,2016-04-07
"2882","Meet the Blacks","Freestyle Releasing",249974,-8,1015,246,5249551,7,2016-04-07
"2883","Everybody Wants Some","Paramount Pictures",25260,-8,19,1329,464436,9,2016-04-07
"2884","Saturday’s Warrior","Purdie Distribution",14411,-6,17,848,194491,7,2016-04-07
"2885","The Boss","Universal",8099225,NA,3480,2327,8099225,1,2016-04-08
"2886","Hardcore Henry","STX Entertainment",2004387,NA,3015,665,2004387,1,2016-04-08
"2887","God’s Not Dead 2","Pure Flix Entertain…",1215225,164,2354,516,10999519,8,2016-04-08
"2888","Meet the Blacks","Freestyle Releasing",580032,132,1007,576,5829583,8,2016-04-08
"2889","Demolition","Fox Searchlight",360513,NA,854,422,360513,1,2016-04-08
"2890","Everybody Wants Some","Paramount Pictures",142667,465,63,2265,607103,10,2016-04-08
"2891","Saturday’s Warrior","Purdie Distribution",38089,164,28,1360,232580,8,2016-04-08
"2893","Louder Than Bombs","The Orchard",7824,NA,4,1956,7824,1,2016-04-08
"2894","The Boss","Universal",9759355,20,3480,2804,17858580,2,2016-04-09
"2895","Hardcore Henry","STX Entertainment",1861443,-7,3015,617,3865830,2,2016-04-09
"2896","God’s Not Dead 2","Pure Flix Entertain…",1632713,34,2354,694,12632232,9,2016-04-09
"2897","Meet the Blacks","Freestyle Releasing",922412,59,1007,916,6751995,9,2016-04-09
"2898","Demolition","Fox Searchlight",470929,31,854,551,831442,2,2016-04-09
"2899","Saturday’s Warrior","Purdie Distribution",46984,23,28,1678,279564,9,2016-04-09
"2901","Louder Than Bombs","The Orchard",9438,21,4,2360,17262,2,2016-04-09
"2902","The Boss","Universal",5728065,-41,3480,1646,23586645,3,2016-04-10
"2903","God’s Not Dead 2","Pure Flix Entertain…",1391856,-15,2354,591,14024088,10,2016-04-10
"2904","Hardcore Henry","STX Entertainment",1241774,-33,3015,412,5107604,3,2016-04-10
"2905","Meet the Blacks","Freestyle Releasing",569962,-38,1007,566,7321957,10,2016-04-10
"2906","Demolition","Fox Searchlight",268600,-43,854,315,1100042,3,2016-04-10
"2908","Louder Than Bombs","The Orchard",6997,-26,4,1749,24259,3,2016-04-10
"2909","Saturday’s Warrior","Purdie Distribution",2796,-94,28,100,282360,10,2016-04-10
"2910","The Boss","Universal",1628110,-72,3480,468,25214755,4,2016-04-11
"2911","Hardcore Henry","STX Entertainment",426517,-66,3015,141,5534121,4,2016-04-11
"2912","Demolition","Fox Searchlight",102156,-62,854,120,1202198,4,2016-04-11
"2913","Louder Than Bombs","The Orchard",2706,-61,4,677,26965,4,2016-04-11
"2915","The Boss","Universal",2329555,43,3480,669,27544310,5,2016-04-12
"2916","Hardcore Henry","STX Entertainment",540288,27,3015,179,6074409,5,2016-04-12
"2917","Demolition","Fox Searchlight",154374,51,854,181,1356572,5,2016-04-12
"2918","Louder Than Bombs","The Orchard",2838,5,4,710,29803,5,2016-04-12
"2920","The Boss","Universal",1401550,-40,3480,403,28945860,6,2016-04-13
"2921","Hardcore Henry","STX Entertainment",328422,-39,3015,109,6402831,6,2016-04-13
"2922","Demolition","Fox Searchlight",95505,-38,854,112,1452077,6,2016-04-13
"2923","Louder Than Bombs","The Orchard",2539,-11,4,635,32342,6,2016-04-13
"2925","The Boss","Universal",1236050,-12,3480,355,30181910,7,2016-04-14
"2926","Hardcore Henry","STX Entertainment",269841,-18,3015,89,6672672,7,2016-04-14
"2927","Demolition","Fox Searchlight",76942,-19,854,90,1529019,7,2016-04-14
"2928","Louder Than Bombs","The Orchard",2546,NA,4,637,34888,7,2016-04-14
"2930","The Jungle Book","Walt Disney",32013316,NA,4028,7948,32013316,1,2016-04-15
"2931","Barbershop: The Next Cut","Warner Bros.",7017581,NA,2661,2637,7017581,1,2016-04-15
"2932","The Boss","Universal",3095475,150,3495,886,33277385,8,2016-04-15
"2933","Criminal","Lionsgate",2049390,NA,2683,764,2049390,1,2016-04-15
"2935","Hardcore Henry","STX Entertainment",440121,63,3015,146,7112793,8,2016-04-15
"2936","Demolition","Fox Searchlight",86819,13,862,101,1615838,8,2016-04-15
"2937","Sing Street","Weinstein Co.",18554,NA,5,3711,18554,1,2016-04-15
"2938","Louder Than Bombs","The Orchard",5506,116,15,367,40394,8,2016-04-15
"2939","The Jungle Book","Walt Disney",40811977,27,4028,10132,72825293,2,2016-04-16
"2940","Barbershop: The Next Cut","Warner Bros.",8193989,17,2661,3079,15211570,2,2016-04-16
"2941","The Boss","Universal",4442615,44,3495,1271,37720000,9,2016-04-16
"2942","Criminal","Lionsgate",2296046,12,2683,856,4345436,2,2016-04-16
"2943","Hardcore Henry","STX Entertainment",612496,39,3015,203,7725289,9,2016-04-16
"2945","Demolition","Fox Searchlight",133785,54,862,155,1749623,9,2016-04-16
"2946","Sing Street","Weinstein Co.",28014,51,5,5603,46568,2,2016-04-16
"2947","Louder Than Bombs","The Orchard",8717,58,15,581,49111,9,2016-04-16
"2948","The Jungle Book","Walt Disney",30436171,-25,4028,7556,103261464,3,2016-04-17
"2949","Barbershop: The Next Cut","Warner Bros.",5030845,-39,2661,1891,20242415,3,2016-04-17
"2950","The Boss","Universal",2420765,-46,3495,693,40140765,10,2016-04-17
"2951","Criminal","Lionsgate",1421842,-38,2683,530,5767278,3,2016-04-17
"2952","Hardcore Henry","STX Entertainment",392709,-36,3015,130,8117998,10,2016-04-17
"2954","Demolition","Fox Searchlight",72692,-46,862,84,1822315,10,2016-04-17
"2955","Sing Street","Weinstein Co.",17005,-39,5,3401,63573,3,2016-04-17
"2956","Louder Than Bombs","The Orchard",5291,-39,15,353,54402,10,2016-04-17
"2957","The Jungle Book","Walt Disney",7023511,-77,4028,1744,110284975,4,2016-04-18
"2958","Barbershop: The Next Cut","Warner Bros.",1368118,-73,2661,514,21610533,4,2016-04-18
"2959","Criminal","Lionsgate",472794,-67,2683,176,6240072,4,2016-04-18
"2960","Sing Street","Weinstein Co.",4899,-71,5,980,68472,4,2016-04-18
"2961","The Jungle Book","Walt Disney",8958687,28,4028,2224,119243662,5,2016-04-19
"2962","Barbershop: The Next Cut","Warner Bros.",1542495,13,2661,580,23153028,5,2016-04-19
"2963","Criminal","Lionsgate",660900,40,2683,246,6900972,5,2016-04-19
"2964","Sing Street","Weinstein Co.",5086,4,5,1017,73558,5,2016-04-19
"2965","The Jungle Book","Walt Disney",5850752,-35,4028,1453,125094414,6,2016-04-20
"2966","Barbershop: The Next Cut","Warner Bros.",1008354,-35,2661,379,24161382,6,2016-04-20
"2967","Criminal","Lionsgate",450851,-32,2683,168,7351823,6,2016-04-20
"2968","Sing Street","Weinstein Co.",6324,24,5,1265,79882,6,2016-04-20
"2969","The Jungle Book","Walt Disney",5580012,-5,4028,1385,130674426,7,2016-04-21
"2970","Barbershop: The Next Cut","Warner Bros.",1040110,3,2661,391,25201492,7,2016-04-21
"2971","Criminal","Lionsgate",412663,-8,2683,154,7764486,7,2016-04-21
"2972","Sing Street","Weinstein Co.",5076,-20,5,1015,84958,7,2016-04-21
"2973","The Jungle Book","Walt Disney",16452479,195,4028,4085,147126905,8,2016-04-22
"2974","The Huntsman: Winter’s War","Universal",7271320,NA,3791,1918,7271320,1,2016-04-22
"2975","Barbershop: The Next Cut","Warner Bros.",3061251,194,2676,1144,28262743,8,2016-04-22
"2976","Criminal","Lionsgate",946673,129,2683,353,8711159,8,2016-04-22
"2977","Compadres","Lionsgate",435773,NA,368,1184,435773,1,2016-04-22
"2978","A Hologram for the King","Roadside Attractions",379157,NA,401,946,379157,1,2016-04-22
"2979","Elvis & Nixon","Bleecker Street & A…",150709,NA,381,396,150709,1,2016-04-22
"2980","Sing Street","Weinstein Co.",32746,545,25,1310,117704,8,2016-04-22
"2981","The Jungle Book","Walt Disney",26716782,62,4028,6633,173843687,9,2016-04-23
"2982","The Huntsman: Winter’s War","Universal",7583235,4,3791,2000,14854555,2,2016-04-23
"2983","Barbershop: The Next Cut","Warner Bros.",4780722,56,2676,1787,33043465,9,2016-04-23
"2984","Criminal","Lionsgate",1342661,42,2683,500,10053820,9,2016-04-23
"2985","A Hologram for the King","Roadside Attractions",481451,27,401,1201,860608,2,2016-04-23
"2986","Compadres","Lionsgate",476644,9,368,1295,912417,2,2016-04-23
"2987","Elvis & Nixon","Bleecker Street & A…",196619,30,381,516,347328,2,2016-04-23
"2988","Sing Street","Weinstein Co.",60700,85,25,2428,178404,9,2016-04-23
"2989","The Jungle Book","Walt Disney",18369560,-31,4028,4560,192213247,10,2016-04-24
"2990","The Huntsman: Winter’s War","Universal",4590480,-39,3791,1211,19445035,3,2016-04-24
"2991","Barbershop: The Next Cut","Warner Bros.",2676281,-44,2676,1000,35719746,10,2016-04-24
"2992","Criminal","Lionsgate",827443,-38,2683,308,10881263,10,2016-04-24
"2993","Compadres","Lionsgate",485017,2,368,1318,1397434,3,2016-04-24
"2994","A Hologram for the King","Roadside Attractions",277970,-42,401,693,1138578,3,2016-04-24
"2995","Elvis & Nixon","Bleecker Street & A…",119119,-39,381,313,466447,3,2016-04-24
"2996","Sing Street","Weinstein Co.",30995,-49,25,1240,209399,10,2016-04-24
"2997","The Huntsman: Winter’s War","Universal",1261325,-73,3791,333,20706360,4,2016-04-25
"2998","A Hologram for the King","Roadside Attractions",104972,-62,401,262,1243550,4,2016-04-25
"2999","Compadres","Lionsgate",92988,-81,368,253,1490422,4,2016-04-25
"3000","Elvis & Nixon","Bleecker Street & A…",51176,-57,381,134,517623,4,2016-04-25
"3001","The Huntsman: Winter’s War","Universal",1752350,39,3791,462,22458710,5,2016-04-26
"3002","A Hologram for the King","Roadside Attractions",154300,47,401,385,1397850,5,2016-04-26
"3003","Compadres","Lionsgate",116855,26,368,318,1607277,5,2016-04-26
"3004","Elvis & Nixon","Bleecker Street & A…",61303,20,381,161,578926,5,2016-04-26
"3005","The Huntsman: Winter’s War","Universal",1084870,-38,3791,286,23543580,6,2016-04-27
"3006","A Hologram for the King","Roadside Attractions",117629,-24,401,293,1515479,6,2016-04-27
"3007","Compadres","Lionsgate",73074,-37,368,199,1680351,6,2016-04-27
"3008","Elvis & Nixon","Bleecker Street & A…",54989,-10,381,144,633915,6,2016-04-27
"3009","The Huntsman: Winter’s War","Universal",1052445,-3,3791,278,24596025,7,2016-04-28
"3010","A Hologram for the King","Roadside Attractions",105935,-10,401,264,1621414,7,2016-04-28
"3011","Compadres","Lionsgate",61838,-15,368,168,1742189,7,2016-04-28
"3012","Elvis & Nixon","Bleecker Street & A…",51126,-7,381,134,685041,7,2016-04-28
"3013","Keanu","Warner Bros.",3443897,NA,2658,1296,3443897,1,2016-04-29
"3014","Mother’s Day","Open Road",2786013,NA,3035,918,2786013,1,2016-04-29
"3015","The Huntsman: Winter’s War","Universal",2669250,154,3802,702,27265275,8,2016-04-29
"3016","Ratchet and Clank","Focus Features",1495344,NA,2891,517,1495344,1,2016-04-29
"3017","A Hologram for the King","Roadside Attractions",274788,159,523,525,1896202,8,2016-04-29
"3018","Compadres","Lionsgate",143852,133,368,391,1886041,8,2016-04-29
"3019","Papa: Hemingway in Cuba","Yari Film Group Rel…",135200,NA,325,416,135200,1,2016-04-29
"3020","Baaghi","UTV Communications",72992,NA,78,936,72992,1,2016-04-29
"3021","Elvis & Nixon","Bleecker Street & A…",53207,4,310,172,738248,8,2016-04-29
"3023","The Huntsman: Winter’s War","Universal",4278720,60,3802,1125,31543995,9,2016-04-30
"3024","Keanu","Warner Bros.",3701694,7,2658,1393,7145591,2,2016-04-30
"3025","Mother’s Day","Open Road",3343216,20,3035,1102,6129229,2,2016-04-30
"3026","Ratchet and Clank","Focus Features",1998280,34,2891,691,3493624,2,2016-04-30
"3027","A Hologram for the King","Roadside Attractions",412231,50,523,788,2308433,9,2016-04-30
"3028","Compadres","Lionsgate",256057,78,368,696,2142098,9,2016-04-30
"3029","Papa: Hemingway in Cuba","Yari Film Group Rel…",203000,50,325,625,338200,2,2016-04-30
"3030","Elvis & Nixon","Bleecker Street & A…",96621,82,310,312,834869,9,2016-04-30
"3031","Baaghi","UTV Communications",96168,32,78,1233,169160,2,2016-04-30
"3033","The Huntsman: Winter’s War","Universal",2671330,-38,3802,703,34215325,10,2016-05-01
"3034","Keanu","Warner Bros.",2307633,-38,2658,868,9453224,3,2016-05-01
"3035","Mother’s Day","Open Road",2239955,-33,3035,738,8369184,3,2016-05-01
"3036","Ratchet and Clank","Focus Features",1375654,-31,2891,476,4869278,3,2016-05-01
"3037","A Hologram for the King","Roadside Attractions",256756,-38,523,491,2565189,10,2016-05-01
"3038","Compadres","Lionsgate",250935,-2,368,682,2393033,10,2016-05-01
"3039","Papa: Hemingway in Cuba","Yari Film Group Rel…",137024,-33,325,422,475224,3,2016-05-01
"3040","Baaghi","UTV Communications",68055,-29,78,873,237215,3,2016-05-01
"3041","Elvis & Nixon","Bleecker Street & A…",63826,-34,310,206,898695,10,2016-05-01
"3043","Keanu","Warner Bros.",691180,-70,2658,260,10144404,4,2016-05-02
"3044","Mother’s Day","Open Road",649587,-71,3035,214,9018771,4,2016-05-02
"3045","Ratchet and Clank","Focus Features",198246,-86,2891,69,5067524,4,2016-05-02
"3046","Papa: Hemingway in Cuba","Yari Film Group Rel…",44722,-67,325,138,519946,4,2016-05-02
"3047","Baaghi","UTV Communications",21647,-68,78,278,258862,4,2016-05-02
"3049","Mother’s Day","Open Road",1130281,74,3035,372,10149052,5,2016-05-03
"3050","Keanu","Warner Bros.",856079,24,2658,322,11000483,5,2016-05-03
"3051","Ratchet and Clank","Focus Features",254918,29,2891,88,5322442,5,2016-05-03
"3052","Papa: Hemingway in Cuba","Yari Film Group Rel…",52816,18,325,163,572762,5,2016-05-03
"3053","Baaghi","UTV Communications",30755,42,78,394,289617,5,2016-05-03
"3055","Mother’s Day","Open Road",813802,-28,3035,268,10962854,6,2016-05-04
"3056","Keanu","Warner Bros.",603819,-29,2658,227,11604302,6,2016-05-04
"3057","Ratchet and Clank","Focus Features",175670,-31,2891,61,5498112,6,2016-05-04
"3058","Papa: Hemingway in Cuba","Yari Film Group Rel…",52793,NA,325,162,625555,6,2016-05-04
"3059","Baaghi","UTV Communications",15547,-49,78,199,305164,6,2016-05-04
"3060","A Bigger Splash","Fox Searchlight",13068,NA,4,3267,13068,1,2016-05-04
"3062","Mother’s Day","Open Road",756836,-7,3035,249,11719690,7,2016-05-05
"3063","Keanu","Warner Bros.",416635,-31,2658,157,12020937,7,2016-05-05
"3064","Ratchet and Clank","Focus Features",135521,-23,2891,47,5633633,7,2016-05-05
"3065","Papa: Hemingway in Cuba","Yari Film Group Rel…",38224,-28,325,118,663779,7,2016-05-05
"3066","A Bigger Splash","Fox Searchlight",10999,-16,4,2750,24067,2,2016-05-05
"3067","Baaghi","UTV Communications",9685,-38,78,124,314849,7,2016-05-05
"3069","Captain America: Civil War","Walt Disney",75502161,NA,4226,17866,75502161,1,2016-05-06
"3070","Mother’s Day","Open Road",1916853,153,3141,610,13636543,8,2016-05-06
"3071","Keanu","Warner Bros.",942539,126,2681,352,12963476,8,2016-05-06
"3072","Ratchet and Clank","Focus Features",329161,143,2895,114,5962794,8,2016-05-06
"3073","Papa: Hemingway in Cuba","Yari Film Group Rel…",51794,36,208,249,715573,8,2016-05-06
"3074","A Bigger Splash","Fox Searchlight",31166,183,5,6233,55233,3,2016-05-06
"3075","Baaghi","UTV Communications",14953,54,53,282,329802,8,2016-05-06
"3076","Captain America: Civil War","Walt Disney",61209001,-19,4226,14484,136711162,2,2016-05-07
"3077","Mother’s Day","Open Road",3527009,84,3141,1123,17163552,9,2016-05-07
"3078","Keanu","Warner Bros.",1307627,39,2681,488,14271103,9,2016-05-07
"3079","Ratchet and Clank","Focus Features",651854,98,2895,225,6614648,9,2016-05-07
"3080","Papa: Hemingway in Cuba","Yari Film Group Rel…",79415,53,208,382,794988,9,2016-05-07
"3081","A Bigger Splash","Fox Searchlight",50425,62,5,10085,105658,4,2016-05-07
"3082","Baaghi","UTV Communications",24324,63,53,459,354126,9,2016-05-07
"3083","Captain America: Civil War","Walt Disney",42427980,-31,4226,10040,179139142,3,2016-05-08
"3084","Mother’s Day","Open Road",5643214,60,3141,1797,22806766,10,2016-05-08
"3085","Keanu","Warner Bros.",1037318,-21,2681,387,15308421,10,2016-05-08
"3086","Ratchet and Clank","Focus Features",482235,-26,2895,167,7096883,10,2016-05-08
"3087","Papa: Hemingway in Cuba","Yari Film Group Rel…",63167,-20,208,304,858155,10,2016-05-08
"3088","A Bigger Splash","Fox Searchlight",32828,-35,5,6566,138486,5,2016-05-08
"3089","Baaghi","UTV Communications",22856,-6,53,431,376982,10,2016-05-08
"3090","Captain America: Civil War","Walt Disney",13291876,-69,4226,3145,192431018,4,2016-05-09
"3091","A Bigger Splash","Fox Searchlight",11965,-64,5,2393,150451,6,2016-05-09
"3092","Captain America: Civil War","Walt Disney",13761120,4,4226,3256,206192138,5,2016-05-10
"3093","A Bigger Splash","Fox Searchlight",12118,1,5,2424,162569,7,2016-05-10
"3094","Captain America: Civil War","Walt Disney",8976371,-35,4226,2124,215168509,6,2016-05-11
"3095","A Bigger Splash","Fox Searchlight",11120,-8,5,2224,173689,8,2016-05-11
"3096","Captain America: Civil War","Walt Disney",8160569,-9,4226,1931,223329078,7,2016-05-12
"3097","A Bigger Splash","Fox Searchlight",8740,-21,5,1748,182429,9,2016-05-12
"3098","Captain America: Civil War","Walt Disney",19612028,140,4226,4641,242941106,8,2016-05-13
"3099","Money Monster","Sony Pictures",4970450,NA,3104,1601,4970450,1,2016-05-13
"3100","The Darkness","High Top Releasing",2133144,NA,1755,1215,2133144,1,2016-05-13
"3101","A Bigger Splash","Fox Searchlight",51882,494,26,1995,234311,10,2016-05-13
"3103","Love & Friendship","Roadside Attractions",35133,NA,4,8783,35133,1,2016-05-13
"3105","Captain America: Civil War","Walt Disney",31960342,63,4226,7563,274901448,9,2016-05-14
"3106","Money Monster","Sony Pictures",6056202,22,3104,1951,11026652,2,2016-05-14
"3107","The Darkness","High Top Releasing",1842575,-14,1755,1050,3975719,2,2016-05-14
"3108","Love & Friendship","Roadside Attractions",57425,63,4,14356,92558,2,2016-05-14
"3111","Captain America: Civil War","Walt Disney",21064772,-34,4226,4985,295966220,10,2016-05-15
"3112","Money Monster","Sony Pictures",3761505,-38,3104,1212,14788157,3,2016-05-15
"3113","The Darkness","High Top Releasing",975140,-47,1755,556,4950859,3,2016-05-15
"3114","Love & Friendship","Roadside Attractions",40955,-29,4,10239,133513,3,2016-05-15
"3117","Money Monster","Sony Pictures",1230745,-67,3104,397,16018902,4,2016-05-16
"3118","The Darkness","High Top Releasing",297466,-69,1755,169,5248325,4,2016-05-16
"3119","Love & Friendship","Roadside Attractions",15439,-62,4,3860,148952,4,2016-05-16
"3121","Money Monster","Sony Pictures",1864902,52,3104,601,17883804,5,2016-05-17
"3122","The Darkness","High Top Releasing",369367,24,1755,210,5617692,5,2016-05-17
"3123","Love & Friendship","Roadside Attractions",16760,9,4,4190,165712,5,2016-05-17
"3125","Money Monster","Sony Pictures",1151267,-38,3104,371,19035071,6,2016-05-18
"3126","The Darkness","High Top Releasing",259328,-30,1755,148,5877020,6,2016-05-18
"3127","Love & Friendship","Roadside Attractions",16356,-2,4,4089,182068,6,2016-05-18
"3129","Money Monster","Sony Pictures",988576,-14,3104,318,20023647,7,2016-05-19
