"X","movie","distributor","gross","percent_change","theaters","per_theater","total_gross","days","date"
"403","The Divergent Serires: Insu…","Lionsgate",19686052,-7,3875,5080,40832994,2,2015-03-21
"404","Cinderella","Walt Disney",15287500,61,3848,3973,112310347,9,2015-03-21
"405","Run All Night","Warner Bros.",2251149,60,3171,710,18264924,9,2015-03-21
"406","The Gunman","Open Road",1999519,13,2816,710,3769005,2,2015-03-21
"407","Do You Believe?","Pure Flix Entertain…",1319272,9,1320,999,2531060,2,2015-03-21
"408","It Follows","RADiUS-TWC",143016,40,32,4469,465661,9,2015-03-21
"409","Danny Collins","Bleecker Street",32405,79,5,6481,50478,2,2015-03-21
"410","Zombeavers","Freestyle Releasing",3449,18,10,345,6365,2,2015-03-21
"411","The Divergent Serires: Insu…","Lionsgate",11430686,-42,3875,2950,52263680,3,2015-03-22
"412","Cinderella","Walt Disney",10206446,-33,3848,2652,122516793,10,2015-03-22
"413","Run All Night","Warner Bros.",1374287,-39,3171,433,19639211,10,2015-03-22
"414","The Gunman","Open Road",1259697,-37,2816,447,5028702,3,2015-03-22
"415","Do You Believe?","Pure Flix Entertain…",1060222,-20,1320,803,3591282,3,2015-03-22
"416","It Follows","RADiUS-TWC",99876,-30,32,3121,565537,10,2015-03-22
"417","Danny Collins","Bleecker Street",21981,-32,5,4396,72459,3,2015-03-22
"418","Zombeavers","Freestyle Releasing",1798,-48,10,180,8163,3,2015-03-22
"419","The Divergent Serires: Insu…","Lionsgate",3159037,-72,3875,815,55422717,4,2015-03-23
"420","The Gunman","Open Road",453491,-64,2816,161,5482193,4,2015-03-23
"421","Do You Believe?","Pure Flix Entertain…",326875,-69,1320,248,3918157,4,2015-03-23
"422","Danny Collins","Bleecker Street",5782,-74,5,1156,78241,4,2015-03-23
"423","Zombeavers","Freestyle Releasing",940,-48,11,85,9103,4,2015-03-23
"424","The Divergent Serires: Insu…","Lionsgate",3760364,19,3875,970,59183081,5,2015-03-24
"425","The Gunman","Open Road",562329,24,2816,200,6044522,5,2015-03-24
"426","Do You Believe?","Pure Flix Entertain…",386843,18,1320,293,4305000,5,2015-03-24
"427","Danny Collins","Bleecker Street",6238,8,5,1248,84479,5,2015-03-24
"428","Zombeavers","Freestyle Releasing",1030,10,11,94,10133,5,2015-03-24
"429","The Divergent Serires: Insu…","Lionsgate",2577223,-31,3875,665,61760304,6,2015-03-25
"430","The Gunman","Open Road",393630,-30,2816,140,6438152,6,2015-03-25
"431","Do You Believe?","Pure Flix Entertain…",297195,-23,1320,225,4602195,6,2015-03-25
"432","Danny Collins","Bleecker Street",6828,9,5,1366,91307,6,2015-03-25
"433","Zombeavers","Freestyle Releasing",1303,27,11,118,11436,6,2015-03-25
"434","The Divergent Serires: Insu…","Lionsgate",2558519,-1,3875,660,64318823,7,2015-03-26
"435","The Gunman","Open Road",326713,-17,2816,116,6764865,7,2015-03-26
"436","Do You Believe?","Pure Flix Entertain…",299364,1,1320,227,4901559,7,2015-03-26
"437","Danny Collins","Bleecker Street",5662,-17,5,1132,96969,7,2015-03-26
"438","Zombeavers","Freestyle Releasing",936,-28,11,85,12372,7,2015-03-26
"439","Home","20th Century Fox",15716740,NA,3708,4239,15716740,1,2015-03-27
"440","Get Hard","Warner Bros.",12904507,NA,3175,4064,12904507,1,2015-03-27
"441","The Divergent Serires: Insu…","Lionsgate",6856370,168,3875,1769,71175193,8,2015-03-27
"442","Do You Believe?","Pure Flix Entertain…",666083,122,1356,491,5567642,8,2015-03-27
"443","The Gunman","Open Road",599808,84,2816,213,7364673,8,2015-03-27
"444","Danny Collins","Bleecker Street",57205,910,29,1973,154174,8,2015-03-27
"445","Zombeavers","Freestyle Releasing",190,-80,2,95,12562,8,2015-03-27
"446","Home","20th Century Fox",21883869,39,3708,5902,37600609,2,2015-03-28
"447","Get Hard","Warner Bros.",13116160,2,3175,4131,26020667,2,2015-03-28
"448","The Divergent Serires: Insu…","Lionsgate",9472071,38,3875,2444,80647264,9,2015-03-28
"449","Do You Believe?","Pure Flix Entertain…",920877,38,1356,679,6488519,9,2015-03-28
"450","The Gunman","Open Road",875720,46,2816,311,8240393,9,2015-03-28
"451","Danny Collins","Bleecker Street",104151,82,29,3591,258325,9,2015-03-28
"452","Zombeavers","Freestyle Releasing",105,-45,2,53,12667,9,2015-03-28
"453","Home","20th Century Fox",14507122,-34,3708,3912,52107731,3,2015-03-29
"454","Get Hard","Warner Bros.",7782586,-41,3175,2451,33803253,3,2015-03-29
"455","The Divergent Serires: Insu…","Lionsgate",5206836,-45,3875,1344,85854100,10,2015-03-29
"456","Do You Believe?","Pure Flix Entertain…",720517,-22,1356,531,7209036,10,2015-03-29
"457","The Gunman","Open Road",560461,-36,2816,199,8800854,10,2015-03-29
"458","Danny Collins","Bleecker Street",57881,-44,29,1996,316206,10,2015-03-29
"459","Zombeavers","Freestyle Releasing",54,-49,2,27,12721,10,2015-03-29
"460","Home","20th Century Fox",3603940,-75,3708,972,55711671,4,2015-03-30
"461","Get Hard","Warner Bros.",2589434,-67,3175,816,36392687,4,2015-03-30
"462","Home","20th Century Fox",4603520,28,3708,1242,60315191,5,2015-03-31
"463","Get Hard","Warner Bros.",3038332,17,3175,957,39431019,5,2015-03-31
"464","Home","20th Century Fox",3405551,-26,3708,918,63720742,6,2015-04-01
"465","Get Hard","Warner Bros.",2318298,-24,3175,730,41749317,6,2015-04-01
"466","Woman in Gold","Weinstein Co.",51480,NA,28,1839,51480,1,2015-04-01
"467","Home","20th Century Fox",4509352,32,3708,1216,68230094,7,2015-04-02
"468","Get Hard","Warner Bros.",2338100,1,3175,736,44087417,7,2015-04-02
"469","Woman in Gold","Weinstein Co.",44271,-14,28,1581,95751,2,2015-04-02
"470","Furious 7","Universal",67407340,NA,4004,16835,67407340,1,2015-04-03
"471","Home","20th Century Fox",11293624,150,3801,2971,79523718,8,2015-04-03
"472","Get Hard","Warner Bros.",5002965,114,3212,1558,49090382,8,2015-04-03
"473","Woman in Gold","Weinstein Co.",613609,1286,258,2378,709360,3,2015-04-03
"474","Far Too Far","Time and Tide Produ…",1771,NA,1,1771,1771,1,2015-04-03
"475","Furious 7","Universal",46626580,-31,4004,11645,114033920,2,2015-04-04
"476","Home","20th Century Fox",9684180,-14,3801,2548,89207898,9,2015-04-04
"477","Get Hard","Warner Bros.",4788906,-4,3212,1491,53879288,9,2015-04-04
"478","Woman in Gold","Weinstein Co.",795235,30,258,3082,1504595,4,2015-04-04
"479","Far Too Far","Time and Tide Produ…",1211,-32,1,1211,2982,2,2015-04-04
"480","Furious 7","Universal",33153120,-29,4004,8280,147187040,3,2015-04-05
"481","Home","20th Century Fox",6033499,-38,3801,1587,95241397,10,2015-04-05
"482","Get Hard","Warner Bros.",3336348,-30,3212,1039,57215636,10,2015-04-05
"483","Woman in Gold","Weinstein Co.",682707,-14,258,2646,2187302,5,2015-04-05
"484","Far Too Far","Time and Tide Produ…",1000,-17,1,1000,3982,3,2015-04-05
"485","Furious 7","Universal",14015350,-58,4004,3500,161202390,4,2015-04-06
"486","Woman in Gold","Weinstein Co.",276927,-59,258,1073,2464229,6,2015-04-06
"487","Far Too Far","Time and Tide Produ…",435,-57,1,435,4417,4,2015-04-06
"488","Furious 7","Universal",13311640,-5,4004,3325,174514030,5,2015-04-07
"489","Woman in Gold","Weinstein Co.",362214,31,258,1404,2826443,7,2015-04-07
"490","Far Too Far","Time and Tide Produ…",901,107,1,901,5318,5,2015-04-07
"491","Furious 7","Universal",9187550,-31,4004,2295,183701580,6,2015-04-08
"492","Woman in Gold","Weinstein Co.",335876,-7,258,1302,3162319,8,2015-04-08
"493","Freetown","Purdie Distribution",46110,NA,121,381,46110,1,2015-04-08
"494","Far Too Far","Time and Tide Produ…",1159,29,1,1159,6476,6,2015-04-08
"495","Furious 7","Universal",8228890,-10,4004,2055,191930470,7,2015-04-09
"496","Woman in Gold","Weinstein Co.",288579,-14,258,1119,3450898,9,2015-04-09
"497","Freetown","Purdie Distribution",24682,-46,121,204,70792,2,2015-04-09
"498","Far Too Far","Time and Tide Produ…",1053,-9,1,1053,7529,7,2015-04-09
"499","Furious 7","Universal",18863180,129,4022,4690,210793650,8,2015-04-10
"500","The Longest Ride","20th Century Fox",5514221,NA,3366,1638,5514221,1,2015-04-10
"501","Woman in Gold","Weinstein Co.",1814191,529,1504,1206,5265089,10,2015-04-10
"502","Freetown","Purdie Distribution",53506,117,124,432,124298,3,2015-04-10
"503","Desert Dancer","Relativity",13476,NA,23,586,13476,1,2015-04-10
"504","Lost River","Warner Bros.",10623,NA,3,3541,10623,1,2015-04-10
"506","Far Too Far","Time and Tide Produ…",297,-72,1,297,7826,8,2015-04-10
"507","Furious 7","Universal",25459260,35,4022,6330,236252910,9,2015-04-11
"508","The Longest Ride","20th Century Fox",4925934,-11,3366,1463,10440155,2,2015-04-11
"509","Freetown","Purdie Distribution",55742,4,124,450,180040,4,2015-04-11
"510","Desert Dancer","Relativity",16910,25,23,735,30386,2,2015-04-11
"511","Lost River","Warner Bros.",4118,-61,3,1373,14741,2,2015-04-11
"513","Far Too Far","Time and Tide Produ…",539,81,1,539,8365,9,2015-04-11
"514","Furious 7","Universal",15263490,-40,4022,3795,251516400,10,2015-04-12
"515","The Longest Ride","20th Century Fox",2579531,-48,3366,766,13019686,3,2015-04-12
"516","Desert Dancer","Relativity",10377,-39,23,451,40763,3,2015-04-12
"517","Freetown","Purdie Distribution",9303,-83,124,75,189343,5,2015-04-12
"518","Lost River","Warner Bros.",6087,48,3,2029,20828,3,2015-04-12
"520","Far Too Far","Time and Tide Produ…",647,20,1,647,9012,10,2015-04-12
"521","The Longest Ride","20th Century Fox",803850,-69,3366,239,13823536,4,2015-04-13
"522","Freetown","Purdie Distribution",21915,136,124,177,211258,6,2015-04-13
"523","Desert Dancer","Relativity",4822,-54,23,210,45585,4,2015-04-13
"524","Lost River","Warner Bros.",1287,-79,3,429,22115,4,2015-04-13
"526","The Longest Ride","20th Century Fox",1209908,51,3366,359,15033444,5,2015-04-14
"527","Freetown","Purdie Distribution",17920,-18,124,145,229178,7,2015-04-14
"528","Desert Dancer","Relativity",4310,-11,23,187,49895,5,2015-04-14
"529","Lost River","Warner Bros.",2203,71,3,734,24318,5,2015-04-14
"531","The Longest Ride","20th Century Fox",804729,-33,3366,239,15838173,6,2015-04-15
"532","Freetown","Purdie Distribution",14596,-19,124,118,243774,8,2015-04-15
"533","Desert Dancer","Relativity",4474,4,23,195,54369,6,2015-04-15
"534","Lost River","Warner Bros.",1575,-29,3,525,25893,6,2015-04-15
"536","The Longest Ride","20th Century Fox",822343,2,3366,244,16660516,7,2015-04-16
"537","Freetown","Purdie Distribution",12910,-12,124,104,256684,9,2015-04-16
"538","Lost River","Warner Bros.",7157,354,3,2386,33050,7,2015-04-16
"539","Desert Dancer","Relativity",4710,5,23,205,59079,7,2015-04-16
"541","Paul Blart: Mall Cop 2","Sony Pictures",7293721,NA,3633,2008,7293721,1,2015-04-17
"542","Unfriended","Universal",6820110,NA,2739,2490,6820110,1,2015-04-17
"543","The Longest Ride","20th Century Fox",2403396,192,3371,713,19063912,8,2015-04-17
"544","Monkey Kingdom","Walt Disney",1549648,NA,2012,770,1549648,1,2015-04-17
"545","True Story","Fox Searchlight",677427,NA,831,815,677427,1,2015-04-17
"546","Child 44","Lionsgate",226251,NA,510,444,226251,1,2015-04-17
"547","Freetown","Purdie Distribution",19582,52,42,466,276266,10,2015-04-17
"549","Desert Dancer","Relativity",6634,41,27,246,65713,8,2015-04-17
"550","Lost River","Warner Bros.",1527,-79,3,509,34577,8,2015-04-17
"551","Paul Blart: Mall Cop 2","Sony Pictures",10087037,38,3633,2777,17380758,2,2015-04-18
"552","Unfriended","Universal",5998410,-12,2739,2190,12818520,2,2015-04-18
"553","The Longest Ride","20th Century Fox",2958684,23,3371,878,22022596,9,2015-04-18
"554","Monkey Kingdom","Walt Disney",1664696,7,2012,827,3214344,2,2015-04-18
"555","True Story","Fox Searchlight",775213,14,831,933,1452640,2,2015-04-18
"556","Child 44","Lionsgate",230841,2,510,453,457092,2,2015-04-18
"557","Desert Dancer","Relativity",10493,58,27,389,76206,9,2015-04-18
"559","Lost River","Warner Bros.",1493,-2,3,498,36070,9,2015-04-18
"560","Paul Blart: Mall Cop 2","Sony Pictures",6381677,-37,3633,1757,23762435,3,2015-04-19
"561","Unfriended","Universal",3026595,-50,2739,1105,15845115,3,2015-04-19
"562","The Longest Ride","20th Century Fox",1658702,-44,3371,492,23681298,10,2015-04-19
"563","Monkey Kingdom","Walt Disney",1363517,-18,2012,678,4577861,3,2015-04-19
"564","True Story","Fox Searchlight",497574,-36,831,599,1950214,3,2015-04-19
"565","Child 44","Lionsgate",164720,-29,510,323,621812,3,2015-04-19
"566","Desert Dancer","Relativity",9947,-5,27,368,86153,10,2015-04-19
"568","Lost River","Warner Bros.",1407,-6,3,469,37477,10,2015-04-19
"569","Paul Blart: Mall Cop 2","Sony Pictures",1256848,-80,3633,346,25019283,4,2015-04-20
"570","Unfriended","Universal",822665,-73,2739,300,16667780,4,2015-04-20
"571","Monkey Kingdom","Walt Disney",403182,-70,2012,200,4981043,4,2015-04-20
"572","True Story","Fox Searchlight",179531,-64,831,216,2129745,4,2015-04-20
"573","Child 44","Lionsgate",71108,-57,510,139,692920,4,2015-04-20
"574","Paul Blart: Mall Cop 2","Sony Pictures",1483621,18,3633,408,26502904,5,2015-04-21
"575","Unfriended","Universal",958770,17,2739,350,17626550,5,2015-04-21
"576","Monkey Kingdom","Walt Disney",497722,23,2012,247,5478765,5,2015-04-21
"577","True Story","Fox Searchlight",210953,18,831,254,2340698,5,2015-04-21
"578","Child 44","Lionsgate",75169,6,510,147,768089,5,2015-04-21
"579","Paul Blart: Mall Cop 2","Sony Pictures",953985,-36,3633,263,27456889,6,2015-04-22
"580","Monkey Kingdom","Walt Disney",745420,50,2012,370,6224185,6,2015-04-22
"581","Unfriended","Universal",642335,-33,2739,235,18268885,6,2015-04-22
"582","True Story","Fox Searchlight",170212,-19,831,205,2510910,6,2015-04-22
"583","Child 44","Lionsgate",61850,-18,510,121,829939,6,2015-04-22
"585","Paul Blart: Mall Cop 2","Sony Pictures",991295,4,3633,273,28448184,7,2015-04-23
"586","Unfriended","Universal",644880,NA,2739,235,18913765,7,2015-04-23
"587","Monkey Kingdom","Walt Disney",482927,-35,2012,240,6707112,7,2015-04-23
"588","True Story","Fox Searchlight",154058,-9,831,185,2664968,7,2015-04-23
"589","Child 44","Lionsgate",52788,-15,510,104,882727,7,2015-04-23
"590","The Age of Adaline","Lionsgate",4962070,NA,2991,1659,4962070,1,2015-04-24
"591","Paul Blart: Mall Cop 2","Sony Pictures",3740923,277,3633,1030,32189107,8,2015-04-24
"592","Unfriended","Universal",2039625,216,2775,735,20953390,8,2015-04-24
"593","Little Boy","Open Road",1355876,NA,1045,1297,1355876,1,2015-04-24
"594","Monkey Kingdom","Walt Disney",1067060,121,2012,530,7774172,8,2015-04-24
"595","The Water Diviner","Warner Bros.",375376,NA,320,1173,375376,1,2015-04-24
"596","True Story","Fox Searchlight",315358,105,856,368,2980326,8,2015-04-24
"597","Brotherly Love","Freestyle Releasing",78198,NA,200,391,78198,1,2015-04-24
"598","Child 44","Lionsgate",56177,6,510,110,938904,8,2015-04-24
"599","Adult Beginners","RADiUS-TWC",16655,NA,10,1666,16655,1,2015-04-24
"601","Paul Blart: Mall Cop 2","Sony Pictures",7302651,95,3633,2010,39491758,9,2015-04-25
"602","The Age of Adaline","Lionsgate",5385056,9,2991,1800,10347126,2,2015-04-25
"603","Unfriended","Universal",2776210,36,2775,1000,23729600,9,2015-04-25
"604","Monkey Kingdom","Walt Disney",1477709,38,2012,734,9251881,9,2015-04-25
"605","Little Boy","Open Road",802575,-41,1045,768,2158451,2,2015-04-25
"606","True Story","Fox Searchlight",537031,70,856,627,3517357,9,2015-04-25
"607","The Water Diviner","Warner Bros.",531286,42,320,1660,906662,2,2015-04-25
"608","Brotherly Love","Freestyle Releasing",99833,28,200,499,178031,2,2015-04-25
"609","Child 44","Lionsgate",88839,58,510,174,1027743,9,2015-04-25
"610","Adult Beginners","RADiUS-TWC",14028,-16,10,1403,30683,2,2015-04-25
"612","Paul Blart: Mall Cop 2","Sony Pictures",3733152,-49,3633,1028,43224910,10,2015-04-26
"613","The Age of Adaline","Lionsgate",2856332,-47,2991,955,13203458,3,2015-04-26
"614","Unfriended","Universal",1345875,-52,2775,485,25075475,10,2015-04-26
"615","Monkey Kingdom","Walt Disney",897071,-39,2012,446,10148952,10,2015-04-26
"616","Little Boy","Open Road",591905,-26,1045,566,2750356,3,2015-04-26
"617","The Water Diviner","Warner Bros.",313673,-41,320,980,1220335,3,2015-04-26
"618","True Story","Fox Searchlight",290151,-46,856,339,3807508,10,2015-04-26
"619","Brotherly Love","Freestyle Releasing",68871,-31,200,344,246902,3,2015-04-26
"620","Child 44","Lionsgate",58633,-34,510,115,1086376,10,2015-04-26
"621","Adult Beginners","RADiUS-TWC",5974,-57,10,597,36657,3,2015-04-26
"623","The Age of Adaline","Lionsgate",914886,-68,2991,306,14118344,4,2015-04-27
"624","Little Boy","Open Road",151111,-74,1045,145,2901467,4,2015-04-27
"625","The Water Diviner","Warner Bros.",115614,-63,320,361,1335949,4,2015-04-27
"626","Brotherly Love","Freestyle Releasing",22049,-68,200,110,268951,4,2015-04-27
"627","Adult Beginners","RADiUS-TWC",1592,-73,10,159,38249,4,2015-04-27
"629","The Age of Adaline","Lionsgate",1352882,48,2991,452,15471226,5,2015-04-28
"630","Little Boy","Open Road",204110,35,1045,195,3105577,5,2015-04-28
"631","The Water Diviner","Warner Bros.",137274,19,320,429,1473223,5,2015-04-28
"632","Brotherly Love","Freestyle Releasing",26759,21,200,134,295710,5,2015-04-28
"633","Adult Beginners","RADiUS-TWC",1751,10,10,175,40000,5,2015-04-28
"635","The Age of Adaline","Lionsgate",869168,-36,2991,291,16340394,6,2015-04-29
"636","Little Boy","Open Road",134713,-34,1045,129,3240290,6,2015-04-29
"637","The Water Diviner","Warner Bros.",110367,-20,320,345,1583590,6,2015-04-29
"638","Brotherly Love","Freestyle Releasing",17849,-33,200,89,313559,6,2015-04-29
"639","Adult Beginners","RADiUS-TWC",4507,157,10,451,44507,6,2015-04-29
"641","The Age of Adaline","Lionsgate",833724,-4,2991,279,17174118,7,2015-04-30
"642","Little Boy","Open Road",129325,-4,1045,124,3369615,7,2015-04-30
"643","The Water Diviner","Warner Bros.",90920,-18,320,284,1674510,7,2015-04-30
"644","Brotherly Love","Freestyle Releasing",11654,-35,200,58,325213,7,2015-04-30
"645","Adult Beginners","RADiUS-TWC",1766,-61,10,177,46273,7,2015-04-30
"647","The Avengers: Age of Ultron","Walt Disney",84424532,NA,4276,19744,84424532,1,2015-05-01
"648","The Age of Adaline","Lionsgate",2224009,167,2991,744,19398127,8,2015-05-01
"649","Little Boy","Open Road",252665,95,1045,242,3622280,8,2015-05-01
"650","The Water Diviner","Warner Bros.",216866,139,385,563,1891376,8,2015-05-01
"651","Far from the Madding Crowd","Fox Searchlight",54087,NA,10,5409,54087,1,2015-05-01
"652","Brotherly Love","Freestyle Releasing",18114,55,113,160,343327,8,2015-05-01
"653","Adult Beginners","RADiUS-TWC",9769,453,54,181,56042,8,2015-05-01
